	year	origin	dest	dest_state_nm
33020	2008	ORD	DAB	Florida
33022	2008	ORD	DAB	Florida
33024	2008	ORD	DAB	Florida
33026	2008	ORD	DAB	Florida
33028	2008	ORD	DAB	Florida
33030	2008	ORD	CLT	North Carolina
33033	2008	ORD	DAB	Florida
33035	2008	ORD	SNA	California
33036	2008	ORD	EGE	Colorado
33038	2008	ORD	EWR	New Jersey
33039	2008	ORD	EYW	Florida
33041	2008	ORD	EYW	Florida
33043	2008	ORD	EYW	Florida
33045	2008	ORD	FLL	Florida
33046	2008	ORD	FLL	Florida
33047	2008	ORD	FLL	Florida
33048	2008	ORD	FLL	Florida
33049	2008	ORD	FLL	Florida
33050	2008	ORD	FLL	Florida
33051	2008	ORD	FLL	Florida
33052	2008	ORD	FLL	Florida
33053	2008	ORD	FLL	Florida
33055	2008	ORD	FLL	Florida
33057	2008	ORD	FLL	Florida
33059	2008	ORD	FLL	Florida
33061	2008	ORD	FLL	Florida
33063	2008	ORD	FLL	Florida
33065	2008	ORD	FLL	Florida
33067	2008	ORD	FLL	Florida
33069	2008	ORD	FLL	Florida
33071	2008	ORD	FLL	Florida
33073	2008	ORD	FLL	Florida
33075	2008	ORD	GPT	Mississippi
33076	2008	ORD	GPT	Mississippi
33077	2008	ORD	GPT	Mississippi
33078	2008	ORD	GPT	Mississippi
33080	2008	ORD	GPT	Mississippi
33082	2008	ORD	HHH	South Carolina
33084	2008	ORD	HNL	Hawaii
33086	2008	ORD	HNL	Hawaii
33088	2008	ORD	HNL	Hawaii
33090	2008	ORD	HNL	Hawaii
33092	2008	ORD	HNL	Hawaii
33094	2008	ORD	HOU	Texas
33095	2008	ORD	HOU	Texas
33097	2008	ORD	HPN	New York
33098	2008	ORD	HSV	Alabama
33099	2008	ORD	ILM	North Carolina
33101	2008	ORD	ILM	North Carolina
33103	2008	ORD	ILM	North Carolina
33105	2008	ORD	JAX	Florida
33106	2008	ORD	JAX	Florida
33108	2008	ORD	JAX	Florida
33110	2008	ORD	LFT	Louisiana
33111	2008	ORD	LFT	Louisiana
33113	2008	ORD	ATL	Georgia
33117	2008	ORD	MCO	Florida
33118	2008	ORD	MCO	Florida
33119	2008	ORD	MCO	Florida
33121	2008	ORD	MCO	Florida
33123	2008	ORD	MCO	Florida
33125	2008	ORD	ATL	Georgia
33127	2008	ORD	MEI	Mississippi
33128	2008	ORD	MGM	Alabama
33130	2008	ORD	MGM	Alabama
33132	2008	ORD	MGM	Alabama
33134	2008	ORD	MIA	Florida
33135	2008	ORD	MIA	Florida
33137	2008	ORD	MIA	Florida
33139	2008	ORD	MIA	Florida
33141	2008	ORD	MIA	Florida
33143	2008	ORD	MIA	Florida
33145	2008	ORD	EYW	Florida
33147	2008	ORD	MLB	Florida
33148	2008	ORD	ATL	Georgia
33150	2008	ORD	MLB	Florida
33152	2008	ORD	MLU	Louisiana
33154	2008	ORD	MOB	Alabama
33156	2008	ORD	MSY	Louisiana
33158	2008	ORD	MYR	South Carolina
33159	2008	ORD	MYR	South Carolina
33161	2008	ORD	OAJ	North Carolina
33162	2008	ORD	OAJ	North Carolina
33164	2008	ORD	ATL	Georgia
33166	2008	ORD	ATL	Georgia
33168	2008	ORD	ATL	Georgia
33170	2008	ORD	ATL	Georgia
33172	2008	ORD	ATL	Georgia
33174	2008	ORD	ATL	Georgia
33176	2008	ORD	ATL	Georgia
33178	2008	ORD	ATL	Georgia
33180	2008	ORD	ATL	Georgia
33182	2008	ORD	ATL	Georgia
33184	2008	ORD	ATL	Georgia
33186	2008	ORD	ATL	Georgia
33188	2008	ORD	ATL	Georgia
33190	2008	ORD	ATL	Georgia
33192	2008	ORD	ATL	Georgia
33194	2008	ORD	ATL	Georgia
33196	2008	ORD	ATL	Georgia
33198	2008	ORD	ATL	Georgia
33200	2008	ORD	ATL	Georgia
33202	2008	ORD	ATL	Georgia
33204	2008	ORD	ATL	Georgia
33206	2008	ORD	ATL	Georgia
33208	2008	ORD	ATL	Georgia
33210	2008	ORD	ATL	Georgia
33212	2008	ORD	ATL	Georgia
33214	2008	ORD	ATL	Georgia
33216	2008	ORD	ATL	Georgia
33218	2008	ORD	ATL	Georgia
33220	2008	ORD	ATL	Georgia
33222	2008	ORD	ATL	Georgia
33224	2008	ORD	ATL	Georgia
33226	2008	ORD	ATL	Georgia
33228	2008	ORD	ATL	Georgia
33230	2008	ORD	ATL	Georgia
33232	2008	ORD	ATL	Georgia
33234	2008	ORD	ORF	Virginia
33236	2008	ORD	PBI	Florida
33238	2008	ORD	PFN	Florida
33239	2008	ORD	PFN	Florida
33241	2008	ORD	PFN	Florida
33243	2008	ORD	PFN	Florida
33245	2008	ORD	PHF	Virginia
33247	2008	ORD	PHX	Arizona
33249	2008	ORD	PNS	Florida
33250	2008	ORD	PNS	Florida
33251	2008	ORD	PNS	Florida
33252	2008	ORD	PNS	Florida
33253	2008	ORD	PNS	Florida
33255	2008	ORD	PNS	Florida
33257	2008	ORD	RSW	Florida
33259	2008	ORD	RSW	Florida
33261	2008	ORD	RSW	Florida
33263	2008	ORD	RSW	Florida
33265	2008	ORD	RSW	Florida
33267	2008	ORD	SAN	California
33269	2008	ORD	SAV	Georgia
33271	2008	ORD	SAV	Georgia
33273	2008	ORD	CLT	North Carolina
33275	2008	ORD	SHV	Louisiana
33276	2008	ORD	SHV	Louisiana
33277	2008	ORD	SHV	Louisiana
33278	2008	ORD	SJU	Puerto Rico
33279	2008	ORD	SJU	Puerto Rico
33280	2008	ORD	SJU	Puerto Rico
33281	2008	ORD	SJU	Puerto Rico
33283	2008	ORD	SJU	Puerto Rico
33285	2008	ORD	SJU	Puerto Rico
33287	2008	ORD	SJU	Puerto Rico
33289	2008	ORD	SJU	Puerto Rico
33291	2008	ORD	SJU	Puerto Rico
33293	2008	ORD	SJU	Puerto Rico
33295	2008	ORD	SLC	Utah
33297	2008	ORD	SRQ	Florida
33298	2008	ORD	SRQ	Florida
33299	2008	ORD	SRQ	Florida
33301	2008	ORD	SRQ	Florida
33303	2008	ORD	SRQ	Florida
33305	2008	ORD	SRQ	Florida
33307	2008	ORD	SRQ	Florida
33309	2008	ORD	SRQ	Florida
33311	2008	ORD	SRQ	Florida
33313	2008	ORD	SRQ	Florida
33315	2008	ORD	ATL	Georgia
33317	2008	ORD	STT	U.S. Virgin Islands
33319	2008	ORD	SWF	New York
33321	2008	ORD	TLH	Florida
33322	2008	ORD	TLH	Florida
33324	2008	ORD	ATL	Georgia
33326	2008	ORD	TLH	Florida
33328	2008	ORD	TPA	Florida
33329	2008	ORD	TPA	Florida
33331	2008	ORD	TPA	Florida
33333	2008	ORD	TRI	Tennessee
33334	2008	ORD	VLD	Georgia
33336	2008	ORD	VPS	Florida
33338	2008	ORD	VPS	Florida
33340	2008	ORD	VPS	Florida
33342	2008	ORD	ATW	Wisconsin
33343	2008	ORD	ATW	Wisconsin
33344	2008	ORD	ATW	Wisconsin
33345	2008	ORD	ATW	Wisconsin
33346	2008	ORD	ATW	Wisconsin
33347	2008	ORD	ATW	Wisconsin
33348	2008	ORD	ATW	Wisconsin
33349	2008	ORD	ATW	Wisconsin
33350	2008	ORD	ATW	Wisconsin
33352	2008	ORD	ATL	Georgia
33353	2008	ORD	ATW	Wisconsin
33355	2008	ORD	ATW	Wisconsin
33357	2008	ORD	ATW	Wisconsin
33359	2008	ORD	ATW	Wisconsin
33361	2008	ORD	ATW	Wisconsin
33363	2008	ORD	ATW	Wisconsin
33365	2008	ORD	ATW	Wisconsin
33367	2008	ORD	ATW	Wisconsin
33369	2008	ORD	ATW	Wisconsin
33371	2008	ORD	ATW	Wisconsin
33373	2008	ORD	ATW	Wisconsin
33375	2008	ORD	ATW	Wisconsin
33377	2008	ORD	ATW	Wisconsin
33379	2008	ORD	ATW	Wisconsin
33381	2008	ORD	ATW	Wisconsin
33383	2008	ORD	ATW	Wisconsin
33385	2008	ORD	ATW	Wisconsin
33387	2008	ORD	ATW	Wisconsin
33389	2008	ORD	ATW	Wisconsin
33391	2008	ORD	ATW	Wisconsin
33393	2008	ORD	ATW	Wisconsin
33395	2008	ORD	CLT	North Carolina
33396	2008	ORD	ATW	Wisconsin
33398	2008	ORD	COS	Colorado
33400	2008	ORD	ATW	Wisconsin
33402	2008	ORD	DAY	Ohio
33403	2008	ORD	ATW	Wisconsin
33405	2008	ORD	DCA	Virginia
33407	2008	ORD	ATW	Wisconsin
33409	2008	ORD	ATW	Wisconsin
33411	2008	ORD	PHX	Arizona
33412	2008	ORD	ATW	Wisconsin
33414	2008	ORD	TPA	Florida
33415	2008	ORD	AUS	Texas
33416	2008	ORD	AUS	Texas
33417	2008	ORD	AUS	Texas
33418	2008	ORD	AUS	Texas
33419	2008	ORD	AUS	Texas
33420	2008	ORD	AUS	Texas
33421	2008	ORD	AUS	Texas
33422	2008	ORD	AUS	Texas
33423	2008	ORD	AUS	Texas
33424	2008	ORD	AUS	Texas
33425	2008	ORD	AUS	Texas
33426	2008	ORD	AUS	Texas
33427	2008	ORD	AUS	Texas
33428	2008	ORD	AUS	Texas
33429	2008	ORD	AUS	Texas
33430	2008	ORD	AUS	Texas
33431	2008	ORD	AUS	Texas
33432	2008	ORD	AUS	Texas
33434	2008	ORD	AUS	Texas
33436	2008	ORD	AUS	Texas
33438	2008	ORD	AUS	Texas
33440	2008	ORD	AUS	Texas
33442	2008	ORD	AUS	Texas
33444	2008	ORD	AUS	Texas
33446	2008	ORD	AUS	Texas
33448	2008	ORD	AUS	Texas
33450	2008	ORD	AUS	Texas
33452	2008	ORD	AUS	Texas
33454	2008	ORD	AUS	Texas
33456	2008	ORD	AUS	Texas
33458	2008	ORD	AUS	Texas
33460	2008	ORD	AUS	Texas
33462	2008	ORD	AUS	Texas
33464	2008	ORD	AUS	Texas
33466	2008	ORD	AUS	Texas
33468	2008	ORD	AUS	Texas
33470	2008	ORD	AUS	Texas
33472	2008	ORD	AUS	Texas
33474	2008	ORD	AUS	Texas
33476	2008	ORD	AUS	Texas
33478	2008	ORD	AUS	Texas
33480	2008	ORD	AUS	Texas
33482	2008	ORD	AUS	Texas
33484	2008	ORD	AUS	Texas
33486	2008	ORD	AUS	Texas
33488	2008	ORD	AUS	Texas
33490	2008	ORD	AUS	Texas
33492	2008	ORD	AUS	Texas
33494	2008	ORD	AUS	Texas
33496	2008	ORD	AUS	Texas
33498	2008	ORD	AUS	Texas
33500	2008	ORD	AUS	Texas
33502	2008	ORD	AUS	Texas
33504	2008	ORD	AUS	Texas
33506	2008	ORD	AUS	Texas
33508	2008	ORD	AUS	Texas
33510	2008	ORD	AUS	Texas
33512	2008	ORD	AUS	Texas
33514	2008	ORD	AUS	Texas
33516	2008	ORD	AUS	Texas
33518	2008	ORD	SAT	Texas
33520	2008	ORD	SJC	California
33521	2008	ORD	AVP	Pennsylvania
33522	2008	ORD	AVP	Pennsylvania
33523	2008	ORD	AVP	Pennsylvania
33524	2008	ORD	AVP	Pennsylvania
33525	2008	ORD	AVP	Pennsylvania
33527	2008	ORD	AVP	Pennsylvania
33529	2008	ORD	AVP	Pennsylvania
33531	2008	ORD	AVP	Pennsylvania
33533	2008	ORD	AZO	Michigan
33534	2008	ORD	AZO	Michigan
33535	2008	ORD	AZO	Michigan
33536	2008	ORD	AZO	Michigan
33537	2008	ORD	AZO	Michigan
33538	2008	ORD	AZO	Michigan
33539	2008	ORD	AZO	Michigan
33540	2008	ORD	AZO	Michigan
33541	2008	ORD	AZO	Michigan
33542	2008	ORD	AZO	Michigan
33543	2008	ORD	AZO	Michigan
33544	2008	ORD	AZO	Michigan
33546	2008	ORD	AZO	Michigan
33548	2008	ORD	AZO	Michigan
33550	2008	ORD	AZO	Michigan
33552	2008	ORD	AZO	Michigan
33554	2008	ORD	AZO	Michigan
33556	2008	ORD	AZO	Michigan
33558	2008	ORD	AZO	Michigan
33560	2008	ORD	AZO	Michigan
33562	2008	ORD	AZO	Michigan
33564	2008	ORD	AZO	Michigan
33566	2008	ORD	DCA	Virginia
33567	2008	ORD	BHM	Alabama
33568	2008	ORD	BHM	Alabama
33569	2008	ORD	BHM	Alabama
33570	2008	ORD	BHM	Alabama
33571	2008	ORD	BHM	Alabama
33572	2008	ORD	BHM	Alabama
33573	2008	ORD	BHM	Alabama
33574	2008	ORD	BHM	Alabama
33575	2008	ORD	BHM	Alabama
33576	2008	ORD	BHM	Alabama
33577	2008	ORD	BHM	Alabama
33578	2008	ORD	BHM	Alabama
33579	2008	ORD	BHM	Alabama
33580	2008	ORD	BHM	Alabama
33581	2008	ORD	BHM	Alabama
33582	2008	ORD	BHM	Alabama
33583	2008	ORD	BHM	Alabama
33584	2008	ORD	BHM	Alabama
33585	2008	ORD	BHM	Alabama
33586	2008	ORD	BHM	Alabama
33587	2008	ORD	BHM	Alabama
33588	2008	ORD	BHM	Alabama
33589	2008	ORD	BHM	Alabama
33590	2008	ORD	BHM	Alabama
33591	2008	ORD	ATL	Georgia
33593	2008	ORD	CLT	North Carolina
33595	2008	ORD	DEN	Colorado
33596	2008	ORD	DEN	Colorado
33599	2008	ORD	LAX	California
33600	2008	ORD	EWR	New Jersey
33602	2008	ORD	BHM	Alabama
33604	2008	ORD	BHM	Alabama
33606	2008	ORD	BHM	Alabama
33608	2008	ORD	BHM	Alabama
33610	2008	ORD	BHM	Alabama
33612	2008	ORD	BHM	Alabama
33614	2008	ORD	BHM	Alabama
33616	2008	ORD	BHM	Alabama
33618	2008	ORD	BHM	Alabama
33620	2008	ORD	BHM	Alabama
33622	2008	ORD	BHM	Alabama
33624	2008	ORD	BHM	Alabama
33626	2008	ORD	BHM	Alabama
33628	2008	ORD	BHM	Alabama
33630	2008	ORD	BHM	Alabama
33632	2008	ORD	BHM	Alabama
33634	2008	ORD	BHM	Alabama
33636	2008	ORD	BHM	Alabama
33638	2008	ORD	BHM	Alabama
33640	2008	ORD	BHM	Alabama
33642	2008	ORD	BHM	Alabama
33644	2008	ORD	BHM	Alabama
33646	2008	ORD	BHM	Alabama
33648	2008	ORD	BHM	Alabama
33650	2008	ORD	BHM	Alabama
33652	2008	ORD	BHM	Alabama
33654	2008	ORD	BHM	Alabama
33656	2008	ORD	BHM	Alabama
33658	2008	ORD	BHM	Alabama
33660	2008	ORD	BHM	Alabama
33662	2008	ORD	BHM	Alabama
33664	2008	ORD	BHM	Alabama
33666	2008	ORD	BHM	Alabama
33668	2008	ORD	BHM	Alabama
33670	2008	ORD	BHM	Alabama
33672	2008	ORD	BHM	Alabama
33674	2008	ORD	BHM	Alabama
33676	2008	ORD	BHM	Alabama
33678	2008	ORD	BHM	Alabama
33680	2008	ORD	BHM	Alabama
33682	2008	ORD	BHM	Alabama
33684	2008	ORD	BHM	Alabama
33686	2008	ORD	BHM	Alabama
33688	2008	ORD	BHM	Alabama
33690	2008	ORD	BHM	Alabama
33692	2008	ORD	BHM	Alabama
33694	2008	ORD	BHM	Alabama
33696	2008	ORD	BHM	Alabama
33698	2008	ORD	BHM	Alabama
33700	2008	ORD	BHM	Alabama
33702	2008	ORD	BHM	Alabama
33704	2008	ORD	BHM	Alabama
33706	2008	ORD	BHM	Alabama
33708	2008	ORD	BHM	Alabama
33710	2008	ORD	BHM	Alabama
33712	2008	ORD	BHM	Alabama
33714	2008	ORD	BHM	Alabama
33716	2008	ORD	BHM	Alabama
33718	2008	ORD	BHM	Alabama
33720	2008	ORD	BHM	Alabama
33722	2008	ORD	BHM	Alabama
33724	2008	ORD	BHM	Alabama
33726	2008	ORD	BHM	Alabama
33728	2008	ORD	BHM	Alabama
33730	2008	ORD	BHM	Alabama
33732	2008	ORD	BHM	Alabama
33734	2008	ORD	BHM	Alabama
33736	2008	ORD	BHM	Alabama
33738	2008	ORD	BHM	Alabama
33740	2008	ORD	BMI	Illinois
33741	2008	ORD	BMI	Illinois
33743	2008	ORD	BNA	Tennessee
33744	2008	ORD	BNA	Tennessee
33745	2008	ORD	BNA	Tennessee
33746	2008	ORD	BNA	Tennessee
33747	2008	ORD	BNA	Tennessee
33748	2008	ORD	BNA	Tennessee
33749	2008	ORD	BNA	Tennessee
33750	2008	ORD	BNA	Tennessee
33751	2008	ORD	BNA	Tennessee
33752	2008	ORD	BNA	Tennessee
33753	2008	ORD	BNA	Tennessee
33754	2008	ORD	BNA	Tennessee
33755	2008	ORD	BNA	Tennessee
33756	2008	ORD	BNA	Tennessee
33757	2008	ORD	BHM	Alabama
33759	2008	ORD	BNA	Tennessee
33761	2008	ORD	MCO	Florida
33763	2008	ORD	OAJ	North Carolina
33764	2008	ORD	CLT	North Carolina
33766	2008	ORD	BNA	Tennessee
33768	2008	ORD	DEN	Colorado
33770	2008	ORD	BNA	Tennessee
33772	2008	ORD	MEM	Tennessee
33774	2008	ORD	MSY	Louisiana
33776	2008	ORD	BNA	Tennessee
33778	2008	ORD	BNA	Tennessee
33780	2008	ORD	BNA	Tennessee
33782	2008	ORD	BNA	Tennessee
33784	2008	ORD	BNA	Tennessee
33786	2008	ORD	BNA	Tennessee
33788	2008	ORD	BNA	Tennessee
33790	2008	ORD	BNA	Tennessee
33792	2008	ORD	BNA	Tennessee
33794	2008	ORD	BNA	Tennessee
33796	2008	ORD	BNA	Tennessee
33798	2008	ORD	BNA	Tennessee
33800	2008	ORD	BNA	Tennessee
33802	2008	ORD	BNA	Tennessee
33804	2008	ORD	BNA	Tennessee
33806	2008	ORD	BNA	Tennessee
33808	2008	ORD	BNA	Tennessee
33810	2008	ORD	BNA	Tennessee
33812	2008	ORD	BNA	Tennessee
33814	2008	ORD	BNA	Tennessee
33816	2008	ORD	BNA	Tennessee
33818	2008	ORD	BNA	Tennessee
33820	2008	ORD	BNA	Tennessee
33822	2008	ORD	BNA	Tennessee
33824	2008	ORD	BNA	Tennessee
33826	2008	ORD	BNA	Tennessee
33828	2008	ORD	BNA	Tennessee
33830	2008	ORD	BNA	Tennessee
33832	2008	ORD	BNA	Tennessee
33834	2008	ORD	BNA	Tennessee
33836	2008	ORD	BNA	Tennessee
33838	2008	ORD	BNA	Tennessee
33840	2008	ORD	BNA	Tennessee
33842	2008	ORD	BNA	Tennessee
33844	2008	ORD	BNA	Tennessee
33846	2008	ORD	BNA	Tennessee
33848	2008	ORD	BNA	Tennessee
33850	2008	ORD	BNA	Tennessee
33852	2008	ORD	BNA	Tennessee
33854	2008	ORD	BNA	Tennessee
33856	2008	ORD	BNA	Tennessee
33858	2008	ORD	BNA	Tennessee
33860	2008	ORD	BNA	Tennessee
33862	2008	ORD	BNA	Tennessee
33864	2008	ORD	BNA	Tennessee
33866	2008	ORD	BNA	Tennessee
33868	2008	ORD	BNA	Tennessee
33870	2008	ORD	BNA	Tennessee
33872	2008	ORD	BNA	Tennessee
33874	2008	ORD	BNA	Tennessee
33876	2008	ORD	BNA	Tennessee
33878	2008	ORD	BNA	Tennessee
33880	2008	ORD	BNA	Tennessee
33882	2008	ORD	BNA	Tennessee
33884	2008	ORD	BNA	Tennessee
33886	2008	ORD	BNA	Tennessee
33888	2008	ORD	BNA	Tennessee
33890	2008	ORD	BNA	Tennessee
33892	2008	ORD	BNA	Tennessee
33894	2008	ORD	BNA	Tennessee
33896	2008	ORD	BNA	Tennessee
33898	2008	ORD	BNA	Tennessee
33900	2008	ORD	BNA	Tennessee
33902	2008	ORD	BNA	Tennessee
33904	2008	ORD	BNA	Tennessee
33906	2008	ORD	BNA	Tennessee
33908	2008	ORD	BNA	Tennessee
33910	2008	ORD	BNA	Tennessee
33912	2008	ORD	BNA	Tennessee
33914	2008	ORD	BNA	Tennessee
33916	2008	ORD	BNA	Tennessee
33918	2008	ORD	BNA	Tennessee
33920	2008	ORD	BNA	Tennessee
33922	2008	ORD	BNA	Tennessee
33924	2008	ORD	BNA	Tennessee
33926	2008	ORD	BNA	Tennessee
33928	2008	ORD	BNA	Tennessee
33930	2008	ORD	BNA	Tennessee
33932	2008	ORD	BNA	Tennessee
33934	2008	ORD	BNA	Tennessee
33936	2008	ORD	BNA	Tennessee
33938	2008	ORD	BNA	Tennessee
33940	2008	ORD	BNA	Tennessee
33942	2008	ORD	BNA	Tennessee
33944	2008	ORD	BNA	Tennessee
33946	2008	ORD	BNA	Tennessee
33948	2008	ORD	BNA	Tennessee
33950	2008	ORD	BNA	Tennessee
33952	2008	ORD	BNA	Tennessee
33954	2008	ORD	BNA	Tennessee
33956	2008	ORD	BNA	Tennessee
33958	2008	ORD	BNA	Tennessee
33960	2008	ORD	BNA	Tennessee
33962	2008	ORD	CMH	Ohio
33964	2008	ORD	BNA	Tennessee
33966	2008	ORD	SAN	California
33968	2008	ORD	ORF	Virginia
33970	2008	ORD	LAX	California
33971	2008	ORD	BOI	Idaho
33972	2008	ORD	BOI	Idaho
33973	2008	ORD	BOI	Idaho
33974	2008	ORD	BOI	Idaho
33975	2008	ORD	BOI	Idaho
33976	2008	ORD	BOI	Idaho
33977	2008	ORD	BOI	Idaho
33978	2008	ORD	BOI	Idaho
33979	2008	ORD	BOI	Idaho
33980	2008	ORD	BOI	Idaho
33981	2008	ORD	BOI	Idaho
33982	2008	ORD	BOI	Idaho
33983	2008	ORD	BOI	Idaho
33984	2008	ORD	DEN	Colorado
33986	2008	ORD	BOI	Idaho
33988	2008	ORD	BOI	Idaho
33990	2008	ORD	BOI	Idaho
33992	2008	ORD	BOI	Idaho
33994	2008	ORD	BOI	Idaho
33996	2008	ORD	BOI	Idaho
33998	2008	ORD	BOI	Idaho
34000	2008	ORD	BOI	Idaho
34002	2008	ORD	BOI	Idaho
34004	2008	ORD	BOI	Idaho
34006	2008	ORD	GEG	Washington
34008	2008	ORD	HNL	Hawaii
34010	2008	ORD	LAX	California
34012	2008	ORD	BOI	Idaho
34014	2008	ORD	BOI	Idaho
34016	2008	ORD	BOI	Idaho
34018	2008	ORD	BOI	Idaho
34020	2008	ORD	BOI	Idaho
34022	2008	ORD	BOI	Idaho
34024	2008	ORD	BOI	Idaho
34026	2008	ORD	BOI	Idaho
34028	2008	ORD	BOI	Idaho
34030	2008	ORD	BOI	Idaho
34032	2008	ORD	BOI	Idaho
34034	2008	ORD	BOI	Idaho
34036	2008	ORD	BOI	Idaho
34038	2008	ORD	BOI	Idaho
34040	2008	ORD	BOI	Idaho
34042	2008	ORD	BOI	Idaho
34044	2008	ORD	BOI	Idaho
34046	2008	ORD	BOI	Idaho
34048	2008	ORD	BOI	Idaho
34050	2008	ORD	BOI	Idaho
34052	2008	ORD	BOI	Idaho
34054	2008	ORD	BOI	Idaho
34056	2008	ORD	BOI	Idaho
34058	2008	ORD	BOI	Idaho
34060	2008	ORD	BOI	Idaho
34062	2008	ORD	BOI	Idaho
34064	2008	ORD	BOI	Idaho
34066	2008	ORD	BOI	Idaho
34068	2008	ORD	BOI	Idaho
34070	2008	ORD	BOI	Idaho
34072	2008	ORD	BOI	Idaho
34074	2008	ORD	BOI	Idaho
34076	2008	ORD	BOI	Idaho
34078	2008	ORD	BOI	Idaho
34080	2008	ORD	BOI	Idaho
34082	2008	ORD	BOI	Idaho
34084	2008	ORD	BOI	Idaho
34086	2008	ORD	BOI	Idaho
34088	2008	ORD	BOI	Idaho
34090	2008	ORD	BOI	Idaho
34092	2008	ORD	SFO	California
34094	2008	ORD	EUG	Oregon
34096	2008	ORD	SFO	California
34098	2008	ORD	SFO	California
34100	2008	ORD	SNA	California
34102	2008	ORD	BTV	Vermont
34103	2008	ORD	BTV	Vermont
34104	2008	ORD	BTV	Vermont
34105	2008	ORD	BTV	Vermont
34106	2008	ORD	BTV	Vermont
34107	2008	ORD	BTV	Vermont
34108	2008	ORD	IAD	Virginia
34109	2008	ORD	LGA	New York
34110	2008	ORD	BTV	Vermont
34112	2008	ORD	BTV	Vermont
34114	2008	ORD	BTV	Vermont
34116	2008	ORD	BTV	Vermont
34118	2008	ORD	BTV	Vermont
34120	2008	ORD	BTV	Vermont
34122	2008	ORD	BTV	Vermont
34124	2008	ORD	BTV	Vermont
34126	2008	ORD	BTV	Vermont
34128	2008	ORD	BTV	Vermont
34130	2008	ORD	BTV	Vermont
34132	2008	ORD	BTV	Vermont
34134	2008	ORD	BTV	Vermont
34136	2008	ORD	BTV	Vermont
34138	2008	ORD	BTV	Vermont
34140	2008	ORD	BTV	Vermont
34142	2008	ORD	BTV	Vermont
34144	2008	ORD	BTV	Vermont
34146	2008	ORD	BTV	Vermont
34148	2008	ORD	BTV	Vermont
34150	2008	ORD	BTV	Vermont
34152	2008	ORD	BTV	Vermont
34154	2008	ORD	BTV	Vermont
34156	2008	ORD	BTV	Vermont
34158	2008	ORD	BZN	Montana
34159	2008	ORD	BZN	Montana
34160	2008	ORD	BZN	Montana
34161	2008	ORD	BZN	Montana
34162	2008	ORD	BZN	Montana
34163	2008	ORD	DEN	Colorado
34164	2008	ORD	BZN	Montana
34166	2008	ORD	BZN	Montana
34168	2008	ORD	BZN	Montana
34170	2008	ORD	BZN	Montana
34172	2008	ORD	BZN	Montana
34174	2008	ORD	BZN	Montana
34176	2008	ORD	BZN	Montana
34178	2008	ORD	BZN	Montana
34180	2008	ORD	BZN	Montana
34182	2008	ORD	BZN	Montana
34184	2008	ORD	BZN	Montana
34186	2008	ORD	BZN	Montana
34188	2008	ORD	BZN	Montana
34190	2008	ORD	BZN	Montana
34192	2008	ORD	BZN	Montana
34194	2008	ORD	DEN	Colorado
34196	2008	ORD	SFO	California
34198	2008	ORD	JAC	Wyoming
34200	2008	ORD	BZN	Montana
34202	2008	ORD	BZN	Montana
34204	2008	ORD	BZN	Montana
34206	2008	ORD	BZN	Montana
34208	2008	ORD	BZN	Montana
34210	2008	ORD	BZN	Montana
34212	2008	ORD	BZN	Montana
34214	2008	ORD	BZN	Montana
34216	2008	ORD	BZN	Montana
34218	2008	ORD	BZN	Montana
34220	2008	ORD	BZN	Montana
34222	2008	ORD	BZN	Montana
34224	2008	ORD	BZN	Montana
34226	2008	ORD	BZN	Montana
34228	2008	ORD	BZN	Montana
34230	2008	ORD	BZN	Montana
34232	2008	ORD	BZN	Montana
34234	2008	ORD	BZN	Montana
34236	2008	ORD	BZN	Montana
34238	2008	ORD	BZN	Montana
34240	2008	ORD	BZN	Montana
34242	2008	ORD	BZN	Montana
34244	2008	ORD	BZN	Montana
34246	2008	ORD	BZN	Montana
34248	2008	ORD	BZN	Montana
34250	2008	ORD	BZN	Montana
34252	2008	ORD	BZN	Montana
34254	2008	ORD	BZN	Montana
34256	2008	ORD	BZN	Montana
34258	2008	ORD	BZN	Montana
34260	2008	ORD	BZN	Montana
34262	2008	ORD	BZN	Montana
34264	2008	ORD	BZN	Montana
34266	2008	ORD	BZN	Montana
34268	2008	ORD	BZN	Montana
34270	2008	ORD	BZN	Montana
34272	2008	ORD	BZN	Montana
34274	2008	ORD	BZN	Montana
34276	2008	ORD	BZN	Montana
34278	2008	ORD	BZN	Montana
34280	2008	ORD	BZN	Montana
34282	2008	ORD	BZN	Montana
34284	2008	ORD	BZN	Montana
34286	2008	ORD	BZN	Montana
34288	2008	ORD	BZN	Montana
34290	2008	ORD	BZN	Montana
34292	2008	ORD	BZN	Montana
34294	2008	ORD	BZN	Montana
34296	2008	ORD	BZN	Montana
34298	2008	ORD	BZN	Montana
34300	2008	ORD	BZN	Montana
34302	2008	ORD	BZN	Montana
34304	2008	ORD	BZN	Montana
34306	2008	ORD	BZN	Montana
34308	2008	ORD	BZN	Montana
34310	2008	ORD	BZN	Montana
34312	2008	ORD	BZN	Montana
34314	2008	ORD	BZN	Montana
34316	2008	ORD	BZN	Montana
34318	2008	ORD	CAK	Ohio
34319	2008	ORD	CAK	Ohio
34320	2008	ORD	CAK	Ohio
34321	2008	ORD	CAK	Ohio
34322	2008	ORD	CAK	Ohio
34323	2008	ORD	CAK	Ohio
34324	2008	ORD	CAK	Ohio
34325	2008	ORD	CAK	Ohio
